embedding,labels
[0.62352943 0.5254902 0.90588236 Ellipsis 0.75686276 0.0 1.0],[137 238]
[0.38039216 0.2509804 0.5058824 Ellipsis 0.65882355 0.19215687 0.6862745],[132 133]
[0.19215687 0.4392157 0.54901963 Ellipsis 0.0 0.8980392 0.0],[ 84 296 402]
[0.09019608 0.49019608 0.5686275 Ellipsis 0.45882353 1.0 1.0],[ 0 53 72]
[0.7058824 0.2627451 0.5411765 Ellipsis 0.63529414 0.7529412 0.44705883],[137 146]
[0.21176471 0.32156864 0.78039217 Ellipsis 0.08235294 0.13333334 0.6745098],[46 72 73 74]
[0.7058824 0.28627452 0.5411765 Ellipsis 0.8509804 0.5568628 0.76862746],[137 275]
[0.00392157 0.54901963 0.6039216 Ellipsis 1.0 0.42745098 0.23529412],[  0 485]
[0.6313726 0.16470589 0.5254902 Ellipsis 0.0 0.99607843 0.654902],[161 164 165 166 168 171 172]
[0.0 1.0 0.0 Ellipsis 0.2901961 0.40784314 1.0],[437 439]
[0.54901963 0.30980393 0.6117647 Ellipsis 0.20392157 0.11372549 0.68235296],[137 197 237 261]
[0.4627451 0.17254902 0.64705884 Ellipsis 0.40784314 0.0 0.98039216],[200 203]
[0.41568628 0.21960784 0.6313726 Ellipsis 0.1254902 0.27450982 0.54901963],[43 50]
[0.37254903 0.28627452 0.6156863 Ellipsis 0.63529414 0.02352941 0.27058825],[458]
[0.16862746 0.3372549 0.48235294 Ellipsis 0.0 0.23529412 0.25490198],[386]
[0.8745098 0.58431375 0.45490196 Ellipsis 0.16470589 0.43137255 0.8156863],[137 176]
[0.8156863 0.47058824 0.2509804 Ellipsis 0.21176471 0.20784314 0.11372549],[137 221]
[0.47843137 0.34117648 0.5882353 Ellipsis 1.0 0.9372549 0.0],[  0 135 137]
[0.13725491 1.0 0.12941177 Ellipsis 0.0 0.2509804 1.0],[418 424 425]
[0.6431373 0.26666668 0.46666667 Ellipsis 0.6 0.5294118 0.25490198],[132 133]
[0.8980392 0.5294118 0.4 Ellipsis 0.09019608 0.18039216 0.41960785],[137 278]
[0.33333334 0.39215687 0.7411765 Ellipsis 0.92941177 0.6901961 0.9254902],[  0   3  71 137 507]
[0.3647059 0.3372549 0.74509805 Ellipsis 0.04313726 0.7372549 0.43529412],[  0   1 137]
[0.0 0.5803922 0.40784314 Ellipsis 1.0 0.9019608 0.6784314],[404 410]
[0.21176471 0.30588236 0.5058824 Ellipsis 0.62352943 0.12156863 0.6039216],[362]
[0.6313726 0.3137255 0.47843137 Ellipsis 0.4862745 0.0 0.9019608],[205 206]
[0.8784314 0.74509805 0.0 Ellipsis 1.0 0.10196079 0.50980395],[ 36 137 217]
[0.60784316 0.3764706 0.8039216 Ellipsis 1.0 0.33333334 0.19215687],[137 512]
[0.10196079 0.96862745 0.35686275 Ellipsis 0.9882353 1.0 0.0],[292]
[0.4 0.36862746 0.5411765 Ellipsis 0.0 0.3529412 0.1764706],[402]
[0.28235295 0.38431373 0.972549 Ellipsis 0.23137255 0.0 1.0],[ 0 72 73 81 83]
[0.34509805 0.5803922 0.5686275 Ellipsis 0.0 0.9882353 0.0],[293]
[0.04705882 0.23921569 0.5764706 Ellipsis 0.05098039 0.40392157 0.0],[386]
[0.5686275 0.31764707 0.47058824 Ellipsis 1.0 0.90588236 0.0],[516]
[0.4392157 0.8666667 0.7529412 Ellipsis 0.0 0.34509805 0.5411765],[442]
[0.31764707 0.29411766 0.7294118 Ellipsis 0.49411765 0.70980394 0.5372549],[ 0 72 87 89]
[0.04313726 0.56078434 0.7019608 Ellipsis 0.0 1.0 0.84313726],[490]
[0.45882353 0.7607843 0.8862745 Ellipsis 0.98039216 0.76862746 0.21568628],[ 0  3 71]
[0.4 0.42352942 0.9254902 Ellipsis 0.20392157 0.07450981 0.6313726],[63]
[0.6862745 0.47843137 0.61960787 Ellipsis 0.13725491 1.0 0.9019608],[185 188]
[0.654902 0.34901962 0.53333336 Ellipsis 0.57254905 0.0 0.7176471],[185 187 188]
[0.19215687 0.6313726 0.60784316 Ellipsis 0.24313726 0.6313726 0.0],[ 72 114]
[0.7647059 0.3372549 0.22745098 Ellipsis 0.6313726 0.4117647 0.3254902],[ 36 137 257]
[0.78431374 0.42745098 0.34509805 Ellipsis 1.0 0.10980392 0.45490196],[137 262]
[0.22745098 0.4627451 0.27058825 Ellipsis 0.59607846 1.0 0.2509804],[180 182]
[0.14509805 0.33333334 0.77254903 Ellipsis 0.22745098 0.27450982 0.8117647],[4]
[0.08627451 0.3019608 0.627451 Ellipsis 1.0 1.0 0.0],[380]
[0.7607843 0.32156864 0.39215687 Ellipsis 1.0 0.8627451 1.0],[137 272]
[0.7490196 0.34901962 0.3529412 Ellipsis 0.02352941 0.5882353 0.54901963],[137 138 139 140 463 506 511]
[0.58431375 0.40784314 0.41568628 Ellipsis 0.64705884 0.9764706 0.0],[286 287 289 487]
[0.72156864 0.23921569 0.43529412 Ellipsis 0.74509805 0.5411765 0.0],[138 139 140 163]
[0.6784314 0.10588235 0.49411765 Ellipsis 1.0 0.33333334 0.14117648],[440]
"[0.54509807 0.56078434 0.32941177 Ellipsis 0.27450982 0.59607846
 0.42745098]",[137 395]
[0.6117647 0.32941177 0.45490196 Ellipsis 0.5921569 0.7529412 0.21960784],[457 482 504]
[0.07450981 0.654902 0.3137255 Ellipsis 0.0627451 0.56078434 0.6745098],[471]
[0.78431374 0.39215687 0.4392157 Ellipsis 0.0 0.42745098 0.21568628],[137 250]
[0.05490196 0.40784314 0.5176471 Ellipsis 0.29411766 0.6666667 0.75686276],[404 410]
[0.1882353 0.48235294 0.6 Ellipsis 0.23529412 0.0 0.5882353],[  0 485]
[0.29411766 0.3137255 0.5686275 Ellipsis 0.0 0.36862746 0.0627451],[31]
[0.13333334 0.61960787 0.6313726 Ellipsis 0.22745098 0.3529412 0.8784314],[111 112 115 116]
[0.0 1.0 0.36078432 Ellipsis 0.6156863 1.0 0.0],[  0 445]
[0.69411767 0.5882353 0.05490196 Ellipsis 0.57254905 0.10196079 0.32156864],[ 29 137]
[0.3529412 0.64705884 0.6039216 Ellipsis 0.8862745 0.04313726 1.0],[  0  71  72  73 509]
[0.21568628 0.40392157 0.6156863 Ellipsis 0.10588235 0.09411765 0.5568628],[  0 479]
[0.58431375 0.4509804 0.39607844 Ellipsis 0.0627451 0.19607843 0.0],[452]
[0.20784314 0.5058824 0.54901963 Ellipsis 1.0 0.93333334 0.0],[ 72 117 118 137]
[0.14117648 0.65882355 0.11764706 Ellipsis 0.07450981 0.0 0.6784314],[493]
[0.5254902 0.57254905 0.5254902 Ellipsis 0.35686275 1.0 0.15294118],[  0 137 268]
[0.34117648 0.5372549 0.20784314 Ellipsis 0.45882353 0.08627451 0.0],[292]
[0.3764706 0.29411766 0.28627452 Ellipsis 0.83137256 0.7294118 0.52156866],[  0 390 507]
[0.2 0.5176471 0.4862745 Ellipsis 1.0 0.22352941 0.7647059],[  0 358]
[0.2901961 0.47058824 0.69411767 Ellipsis 1.0 1.0 0.0],[85]
[0.3372549 0.48235294 0.43137255 Ellipsis 0.0 0.9490196 0.6862745],[437 478]
[0.03137255 0.5803922 0.5529412 Ellipsis 1.0 0.08235294 0.05490196],[384 386 506]
[0.9019608 0.48235294 0.44313726 Ellipsis 0.44705883 0.85882354 0.8352941],[ 31 137]
[0.5529412 0.4117647 0.6627451 Ellipsis 0.6156863 0.6509804 0.68235296],[136]
[0.4392157 0.35686275 0.7607843 Ellipsis 0.05882353 0.29803923 0.972549],[  0  22 506]
[0.6784314 0.10588235 0.49411765 Ellipsis 1.0 1.0 0.16862746],[110]
[0.25490198 0.56078434 0.49411765 Ellipsis 0.26666668 0.3019608 0.42745098],[ 0 76]
"[0.67058825 0.24313726 0.64705884 Ellipsis 0.69411767 0.36078432
 0.05098039]",[137 401]
[0.7411765 0.34509805 0.22745098 Ellipsis 0.7254902 0.0 1.0],[179 180 181]
[0.22745098 0.2784314 0.7176471 Ellipsis 0.36078432 0.1764706 0.6862745],[455]
[0.64705884 0.1764706 0.5372549 Ellipsis 1.0 0.31764707 0.27450982],[185 186 187 188]
[0.6156863 0.20392157 0.4627451 Ellipsis 0.3372549 0.23137255 0.54901963],[  0 473]
[0.3019608 0.12156863 0.61960787 Ellipsis 0.44705883 0.36078432 0.21176471],[  0 392]
[0.39215687 0.6 0.72156864 Ellipsis 1.0 0.57254905 0.18039216],[  0 288 445]
[0.22352941 0.49411765 0.73333335 Ellipsis 0.0 0.6666667 0.3647059],[37]
[0.69803923 0.3137255 0.49019608 Ellipsis 0.38039216 0.85490197 0.0],[137 278]
[0.32156864 0.4862745 0.41960785 Ellipsis 0.7490196 0.36862746 1.0],[300 307 312 313]
[0.50980395 0.54901963 0.6745098 Ellipsis 0.0 0.36078432 0.0],[ 0 68]
[0.21568628 0.15686275 0.7490196 Ellipsis 0.27058825 0.03921569 0.64705884],[15]
"[0.47058824 0.25882354 0.7529412  0.6666667  0.654902   0.47058824
 0.6        0.25490198 0.3254902  0.6509804  0.24705882 0.01176471
 0.52156866 0.5019608  0.68235296 0.30588236 0.32156864 0.61960787
 0.41960785 0.6901961  0.8392157  0.47058824 0.79607844 0.6392157
 0.12941177 0.4392157  0.3529412  0.29803923 0.14901961 0.5764706
 0.6313726  0.44313726 0.0627451  0.5686275  0.32156864 0.65882355
 0.5568628  0.50980395 0.34509805 0.28235295 0.32941177 0.3019608
 0.6627451  0.8980392  0.41960785 0.14509805 0.5686275  0.5411765
 0.5372549  0.44705883 0.7490196  1.         1.         0.79607844
 0.5803922  0.43529412 0.42352942 0.7137255  0.6509804  0.52156866
 0.6627451  0.2627451  0.31764707 0.31764707 0.33333334 0.47843137
 0.6156863  0.68235296 0.6        0.56078434 0.5176471  0.13725491
 0.4        0.5294118  0.4627451  0.4        0.49411765 0.67058825
 0.6745098  0.2        0.74509805 0.11764706 0.1764706  0.36862746
 0.42352942 0.6784314  0.24313726 0.62352943 0.654902   0.5411765
 0.77254903 0.5137255  0.3019608  0.25490198 0.92156863 0.30588236
 0.49803922 0.8784314  0.34901962 0.08627451 0.5529412  1.
 0.18039216 0.5019608  1.         1.         0.38039216 0.37254903
 0.47058824 0.65882355 0.21568628 0.         1.         0.5647059
 0.38039216 0.42352942 0.         0.3137255  0.72156864 0.36078432
 0.65882355 0.5019608  1.         0.5176471  0.06666667 0.5529412
 0.5058824  0.7490196  0.37254903 0.39215687 0.5254902  0.7607843
 0.48235294 0.45490196 0.54901963 0.         0.92941177 0.7137255
 0.18431373 0.         0.6392157  0.5882353  0.23921569 0.6039216
 0.3372549  0.30588236 0.9490196  0.52156866 0.8        0.67058825
 0.8156863  0.5176471  0.43137255 0.4        0.29803923 0.64705884
 0.4862745  0.         0.09019608 0.         0.34901962 0.30588236
 1.         0.6431373  0.54901963 0.3372549  0.52156866 0.4627451
 0.         0.03921569 0.8627451  0.7372549  0.96862745 0.26666668
 0.3882353  0.5411765  0.67058825 0.38431373 0.5882353  0.6901961
 0.23529412 0.27450982 0.78431374 0.13725491 0.44313726 0.2784314
 0.42745098 0.21176471 0.49411765 0.03137255 0.44705883 0.58431375
 0.42352942 0.35686275 0.62352943 0.64705884 0.3647059  0.50980395
 0.14509805 0.8784314  0.76862746 1.         1.         0.1254902
 0.5372549  0.5176471  0.         0.16862746 1.         0.6901961
 0.8117647  0.09019608 1.         0.78431374 1.         0.7019608
 0.42352942 0.06666667 0.6        0.6313726  0.7019608  0.16862746
 0.44313726 1.         0.52156866 0.88235295 1.         1.
 0.08235294 0.654902   0.7019608  0.8117647  0.49411765 0.10588235
 0.8392157  0.         0.5529412  1.         1.         0.
 0.1254902  0.45882353 0.         0.14117648 1.         0.87058824
 0.5019608  0.08235294 1.         0.07450981 0.01960784 0.07450981
 0.9607843  0.6392157  0.40392157 1.         0.38039216 0.30588236
 0.5764706  0.39215687 0.57254905 0.5372549  0.4509804  0.
 0.8        0.44313726 0.09019608 0.00392157 0.78039217 0.5568628
 0.01568628 0.41960785 0.27058825 0.         0.8980392  0.8666667
 0.3647059  0.56078434 0.972549   0.6117647  0.16078432 0.08627451
 0.3372549  0.33333334 0.3137255  0.         0.28235295 0.4745098
 0.4        0.4862745  1.         0.5372549  0.         0.18431373
 0.47058824 0.         0.         0.5686275  0.35686275 0.78039217
 1.         0.5058824  0.99215686 0.48235294 0.30588236 0.91764706
 0.5254902  0.85490197 1.         0.34117648 0.6        0.45882353
 0.98039216 0.5372549  0.58431375 0.         0.6        0.16078432
 0.8509804  0.34117648 0.09411765 0.5137255  0.84313726 0.34117648
 0.8156863  0.7019608  0.7019608  0.22352941 0.16862746 0.6666667
 0.69803923 0.         0.24705882 0.06666667 0.00784314 0.
 0.52156866 0.20784314 0.99215686 0.         0.5411765  0.63529414
 0.01176471 0.75686276 0.04313726 0.46666667 0.         0.54509807
 0.10588235 0.4862745  0.         0.80784315 0.7176471  1.
 0.56078434 0.8039216  0.3019608  0.5411765  0.62352943 0.44705883
 0.84705883 1.         1.         0.         0.5568628  1.
 0.5686275  0.47058824 0.08235294 0.12941177 0.         1.
 0.04313726 0.78431374 0.16078432 0.07058824 0.54509807 0.23137255
 0.24313726 0.19607843 0.52156866 0.         0.78431374 0.
 0.33333334 0.28235295 0.7176471  0.54509807 0.5058824  0.4509804
 0.56078434 0.07450981 0.7529412  0.41960785 0.         0.
 0.7254902  0.38431373 0.5254902  0.49803922 0.30588236 0.5058824
 0.81960785 0.8        0.9607843  0.41960785 0.8352941  0.61960787
 0.03921569 0.36862746 0.24313726 0.4745098  0.41960785 0.
 0.2627451  0.         0.         0.42352942 1.         0.96862745
 0.5058824  0.29803923 0.16078432 0.54901963 0.         0.3764706
 0.7529412  0.79607844 0.87058824 0.00784314 0.35686275 0.8
 0.56078434 0.87058824 0.8117647  1.         0.654902   0.9490196
 0.5529412  0.12156863 0.3647059  0.34901962 0.4745098  0.5411765
 0.2901961  0.45490196 0.         0.5803922  0.27058825 0.33333334
 0.42745098 0.69803923 0.5411765  0.7490196  0.10196079 0.1764706
 0.41568628 0.3529412  0.2627451  0.43529412 0.08235294 0.5882353
 0.18431373 0.7647059  0.85882354 0.36862746 0.36078432 0.22745098
 0.83137256 0.74509805 0.02745098 0.8        0.88235295 0.14117648
 0.3764706  0.5294118  0.5529412  0.24705882 0.57254905 0.74509805
 1.         1.         1.         0.8627451  0.05098039 0.39607844
 0.03529412 0.69803923 0.85882354 0.9607843  0.44705883 0.
 0.5882353  0.8745098  0.827451   0.         0.9843137  0.5686275
 0.21960784 0.21176471 0.39607844 1.         0.89411765 0.23529412
 0.08627451 0.6745098  0.4117647  0.         0.53333336 0.53333336
 0.77254903 0.7921569  0.38039216 0.25490198 0.7490196  0.6392157
 0.49803922 0.39215687 0.40392157 0.07058824 0.654902   0.6156863
 0.         0.01568628 0.6784314  0.4117647  0.5176471  0.5176471
 0.20784314 0.4117647  0.8980392  0.60784316 0.7254902  0.38039216
 0.75686276 0.5764706  0.01176471 0.5019608  0.25882354 0.5254902
 0.49411765 0.11764706 0.4392157  0.01176471 0.         0.44313726
 1.         0.827451   0.6745098  0.15686275 0.09411765 0.5176471
 0.         0.4392157  0.9098039  0.88235295 0.7294118  0.17254902
 0.39607844 0.62352943 0.33333334 0.7294118  0.7490196  0.85882354
 0.67058825 0.7058824  0.4392157  0.14901961 0.5058824  0.34901962
 0.5176471  0.5176471  0.1254902  0.22745098 0.13725491 0.39607844
 0.27450982 0.3647059  0.8        0.4862745  0.49019608 0.6901961
 0.34901962 0.4509804  0.47058824 0.45490196 0.36862746 0.3254902
 0.2627451  0.7294118  0.06666667 0.8352941  1.         0.29803923
 0.22352941 0.29803923 1.         0.56078434 0.03137255 0.6117647
 0.8235294  0.45882353 0.48235294 0.6392157  0.43137255 0.1882353
 0.7921569  0.8039216  0.9254902  1.         0.64705884 0.7529412
 0.10980392 0.44705883 0.47058824 0.6313726  0.9098039  0.91764706
 0.41960785 0.         0.23921569 0.7411765  0.23921569 0.15686275
 0.69411767 0.6862745  0.08235294 0.2784314  0.69803923 1.
 1.         0.30980393 0.         0.41568628 0.44705883 0.12941177
 0.8039216  0.45882353 1.         0.10588235]",[25]
[0.80784315 1.0 0.7921569 Ellipsis 0.0 1.0 0.4862745],[161 164 170]
[0.3254902 0.47843137 0.42352942 Ellipsis 0.3372549 1.0 0.49411765],[300 307 412]
[0.41960785 0.44313726 0.5529412 Ellipsis 0.6745098 0.05882353 0.8862745],[ 0 71]
[0.21568628 0.17254902 0.4745098 Ellipsis 0.20392157 0.74509805 1.0],[  0 284]
[0.32156864 0.23137255 0.6039216 Ellipsis 0.36862746 0.7764706 0.0],[38]
[0.27058825 0.4627451 0.42352942 Ellipsis 0.6509804 0.0 0.3882353],[452]
[0.4392157 0.30980393 0.7254902 Ellipsis 0.23137255 0.07058824 1.0],[6]
[0.47843137 0.45882353 0.6784314 Ellipsis 0.3647059 0.41960785 0.6862745],[  0 105]
[0.33333334 0.34901962 0.6784314 Ellipsis 0.10980392 1.0 0.8117647],[411]
[0.2 0.40392157 0.67058825 Ellipsis 0.72156864 0.5921569 1.0],[46]
[0.36862746 0.5058824 0.5411765 Ellipsis 0.7176471 0.29803923 0.20784314],[300 308 309]
[0.3764706 0.4392157 0.8509804 Ellipsis 0.44705883 0.10196079 0.2784314],[ 0 46]
[0.88235295 0.6156863 0.4745098 Ellipsis 0.76862746 0.8784314 0.0],[ 29 137 248]
[0.28235295 0.7058824 0.21568628 Ellipsis 0.5411765 0.91764706 0.75686276],[343 344]
[0.21176471 0.5019608 0.58431375 Ellipsis 0.2784314 0.49803922 1.0],[437 439]
[0.8862745 0.8666667 0.40392157 Ellipsis 0.2 0.6901961 0.90588236],[137 258 273]
[0.7058824 0.23137255 0.36078432 Ellipsis 0.5882353 0.30980393 0.61960787],[457]
[0.07843138 0.6862745 0.02352941 Ellipsis 0.6313726 0.0 0.1882353],[327]
[0.67058825 0.45490196 0.5254902 Ellipsis 0.0 1.0 0.0],[190]
[0.69803923 0.2509804 0.21176471 Ellipsis 0.00392157 0.2901961 0.16078432],[137 243]
[0.09803922 0.75686276 0.31764707 Ellipsis 0.7294118 0.5019608 1.0],[ 72 104 105]
[0.36078432 0.3137255 0.61960787 Ellipsis 0.49803922 0.77254903 0.05098039],[ 0 22]
[0.0 0.9647059 0.38039216 Ellipsis 1.0 1.0 0.0],[ 0 75]
[0.67058825 0.14901961 0.6117647 Ellipsis 0.19607843 0.36078432 0.2509804],[  0  36 137]
[0.4745098 0.43529412 0.42745098 Ellipsis 0.8509804 0.6509804 0.0],[310]
[0.26666668 0.18039216 0.5921569 Ellipsis 0.54509807 0.70980394 0.0],[  0 395]
[0.04705882 0.56078434 0.3764706 Ellipsis 1.0 0.0 0.6627451],[  0 509 526]
[0.3647059 0.3647059 0.26666668 Ellipsis 0.4117647 0.0 0.7921569],[459]
[0.35686275 0.7372549 0.87058824 Ellipsis 0.9098039 0.78431374 0.22745098],[  0 445]
[0.63529414 0.24705882 0.3372549 Ellipsis 0.40784314 0.1764706 0.0],[518]
[0.29411766 0.53333336 0.3529412 Ellipsis 1.0 1.0 0.61960787],[283 285 294 295 301 305]
[0.09803922 0.56078434 0.63529414 Ellipsis 0.22352941 0.8392157 0.90588236],[ 3  6 21]
[0.39215687 0.32941177 0.5568628 Ellipsis 0.28627452 0.34117648 0.4745098],[496 516]
[0.6784314 0.10588235 0.49411765 Ellipsis 0.10196079 0.59607846 0.2627451],[ 64 522]
[0.5882353 0.81960785 0.7490196 Ellipsis 0.9019608 1.0 0.54509807],[  9  10 137]
[0.6039216 0.39607844 0.40784314 Ellipsis 0.33333334 0.46666667 0.5372549],[137 320]
[0.09019608 0.16470589 0.5411765 Ellipsis 0.78039217 0.54901963 0.12156863],[  0 491]
[0.63529414 0.29411766 0.53333336 Ellipsis 0.0 0.0 0.49803922],[185 187]
[0.7529412 0.29803923 0.35686275 Ellipsis 0.3764706 0.0 0.01568628],[ 36 137 228]
[0.12941177 0.24705882 0.6901961 Ellipsis 0.5372549 0.8156863 0.07450981],[361]
[0.1254902 0.32941177 0.7372549 Ellipsis 0.9882353 0.5058824 0.0],[289 487]
[0.21176471 0.6666667 0.40784314 Ellipsis 0.59607846 0.19215687 0.22745098],[341 510]
[0.3647059 0.31764707 0.8039216 Ellipsis 0.57254905 0.45490196 0.7411765],[422 437]
[0.30588236 0.28627452 0.6 Ellipsis 0.63529414 0.7607843 1.0],[204]
[0.5647059 0.32156864 0.37254903 Ellipsis 0.52156866 0.50980395 0.73333335],[65]
[0.25490198 0.23921569 0.6313726 Ellipsis 0.03529412 1.0 0.08627451],[404 405 409]
[0.28235295 0.34901962 0.6784314 Ellipsis 0.23137255 0.0 0.28627452],[86 90 91 92]
[0.25882354 1.0 0.5254902 Ellipsis 0.4 0.83137256 0.3882353],[12 66 69]
[0.28627452 0.78431374 0.19607843 Ellipsis 0.69803923 0.05882353 0.0],[300 335 339]
[0.52156866 0.39607844 0.3764706 Ellipsis 0.32941177 0.0 0.7607843],[286 287 289 291]
[0.5882353 0.24313726 0.5254902 Ellipsis 0.46666667 0.8352941 0.30588236],[  0 393]
[0.627451 0.44705883 0.1764706 Ellipsis 0.13333334 0.6117647 0.44313726],[137 300 307 320]
[0.81960785 0.3764706 0.2509804 Ellipsis 0.38431373 0.47843137 0.6901961],[152 153 154]
[0.5647059 0.49411765 0.5411765 Ellipsis 0.03921569 0.62352943 0.28627452],[345]
[0.8235294 0.4 0.3529412 Ellipsis 0.5176471 0.02745098 0.05098039],[137 269]
[0.09411765 0.53333336 0.9607843 Ellipsis 0.2901961 0.92941177 1.0],[  0  19 137]
[0.33333334 0.5686275 0.78431374 Ellipsis 0.69411767 0.44705883 0.09411765],[16 20]
[0.09411765 0.57254905 0.69411767 Ellipsis 0.16862746 0.45490196 0.4627451],[  0 363]
[0.3254902 0.4509804 0.5254902 Ellipsis 0.34117648 0.41960785 0.6745098],[  0 137 429]
[0.0 0.47058824 0.5294118 Ellipsis 0.0 0.10980392 1.0],[205 206]
[0.22352941 0.23529412 0.69803923 Ellipsis 0.7176471 1.0 0.0],[ 0 50]
[0.50980395 0.20784314 0.5019608 Ellipsis 0.4862745 0.0 0.6313726],[137 520]
[0.38431373 0.26666668 0.5647059 Ellipsis 0.20392157 0.5882353 0.9490196],[503]
[0.23529412 0.4862745 0.38039216 Ellipsis 0.29411766 0.29803923 0.7607843],[283 285 294 295]
[0.49019608 0.73333335 0.64705884 Ellipsis 0.32156864 0.8235294 0.05098039],[195 210]
[0.6784314 0.10588235 0.49411765 Ellipsis 0.52156866 0.50980395 0.73333335],[469]
[0.50980395 0.7647059 0.5764706 Ellipsis 1.0 0.0 1.0],[198]
[0.6156863 0.28627452 0.6156863 Ellipsis 0.52156866 0.50980395 0.73333335],[213]
[0.16078432 0.6392157 0.14509805 Ellipsis 0.0 1.0 0.98039216],[300 307 315 327 353]
[0.7176471 0.61960787 0.6745098 Ellipsis 1.0 1.0 0.8352941],[209]
[0.61960787 0.5647059 0.69411767 Ellipsis 0.0 0.0 0.8509804],[189 192 193 194]
[0.2627451 0.2 0.84313726 Ellipsis 0.62352943 0.42745098 0.0],[  0 368 506]
